fips,state,county,votes_dem,votes_gop,total_votes,per_dem,per_gop,per_point_diff
5107,Arkansas,Phillips County,3623,2417,6242,0.580422941,0.387215636,-0.193207305
5109,Arkansas,Pike County,644,3519,4246,0.151672162,0.828780028,0.677107866
5111,Arkansas,Poinsett County,1424,5918,7521,0.189336524,0.786863449,0.597526925
5113,Arkansas,Polk County,1246,7035,8490,0.146760895,0.828621908,0.681861013
5115,Arkansas,Pope County,5772,18081,24432,0.236247544,0.740054028,0.503806483
5117,Arkansas,Prairie County,654,2786,3495,0.187124464,0.79713877,0.610014306
5119,Arkansas,Pulaski County,101947,63687,169956,0.599843489,0.3747264,-0.225117089
5121,Arkansas,Randolph County,1215,5355,6812,0.178361715,0.786112742,0.607751028
5123,Arkansas,St. Francis County,3604,3242,7108,0.507034328,0.456105796,-0.050928531
5125,Arkansas,Saline County,16060,39556,56959,0.281957197,0.694464439,0.412507242
5127,Arkansas,Scott County,483,2962,3551,0.136018023,0.834131231,0.698113208
5129,Arkansas,Searcy County,588,3365,4019,0.146305051,0.837272953,0.690967902
5131,Arkansas,Sebastian County,14487,31198,47140,0.307318625,0.661815868,0.354497242
5133,Arkansas,Sevier County,1116,3884,5202,0.214532872,0.746635909,0.532103037
5135,Arkansas,Sharp County,1398,5938,7566,0.184773989,0.784826857,0.600052868
5137,Arkansas,Stone County,1180,4616,5938,0.198720108,0.777366117,0.578646009
5139,Arkansas,Union County,5584,10478,16607,0.336243753,0.630938761,0.294695008
5141,Arkansas,Van Buren County,1593,6034,7807,0.20404765,0.772896119,0.568848469
5143,Arkansas,Washington County,43824,47504,94266,0.464897206,0.503935671,0.039038466
5145,Arkansas,White County,5978,24182,30885,0.193556743,0.782969079,0.589412336
5147,Arkansas,Woodruff County,856,1543,2476,0.345718901,0.623182553,0.277463651
5149,Arkansas,Yell County,1284,5226,6741,0.19047619,0.775255897,0.584779706
6001,California,Alameda County,617659,136309,769864,0.80229625,0.177055948,-0.625240302
6003,California,Alpine County,476,244,741,0.642375169,0.32928475,-0.313090418
6005,California,Amador County,8153,13585,22302,0.365572594,0.609138194,0.243565599
6007,California,Butte County,50426,48730,102042,0.494169068,0.47754846,-0.016620607
6009,California,Calaveras County,10046,16518,27164,0.369827713,0.608084229,0.238256516
6011,California,Colusa County,3234,4554,7951,0.40674129,0.572758144,0.166016853
6013,California,Contra Costa County,416386,152877,581230,0.716387661,0.263023244,-0.453364417
6015,California,Del Norte County,4677,6461,11452,0.408400279,0.564180929,0.15578065
6017,California,El Dorado County,51621,61838,116138,0.444479843,0.532452772,0.087972929
6019,California,Fresno County,193025,164464,364809,0.529112494,0.450822211,-0.078290283
6021,California,Glenn County,3995,7063,11292,0.353790294,0.62548707,0.271696776
6023,California,Humboldt County,44768,21770,68828,0.650432963,0.316295694,-0.33413727
6025,California,Imperial County,34678,20847,56718,0.61141084,0.367555273,-0.243855566
6027,California,Inyo County,4634,4620,9481,0.488767008,0.48729037,-0.001476637
6029,California,Kern County,133366,164484,305226,0.436941807,0.538892493,0.101950686
6031,California,Kings County,18699,24072,43858,0.426353231,0.548862237,0.122509006
6033,California,Lake County,14941,13123,28800,0.518784722,0.455659722,-0.063125
6035,California,Lassen County,2799,8970,11985,0.233541927,0.748435544,0.514893617
6037,California,Los Angeles County,3028885,1145530,4263443,0.710431686,0.268686599,-0.441745087
6039,California,Madera County,23168,29378,53722,0.431257213,0.546852314,0.115595101
6041,California,Marin County,128288,24612,155801,0.823409349,0.157970745,-0.665438604
6043,California,Mariposa County,4088,5950,10280,0.39766537,0.578793774,0.181128405
6045,California,Mendocino County,28782,13267,43336,0.664159129,0.306142699,-0.35801643
6047,California,Merced County,48991,39397,90541,0.541091881,0.435128837,-0.105963044
6049,California,Modoc County,1150,3109,4338,0.265099124,0.716689719,0.451590595
6051,California,Mono County,4013,2513,6737,0.595665727,0.373014695,-0.222651032
6053,California,Monterey County,113953,46299,163883,0.695331425,0.282512524,-0.412818901
6055,California,Napa County,49817,20676,72122,0.69073237,0.286680902,-0.404051468
6057,California,Nevada County,36359,26779,64738,0.561633044,0.413651951,-0.147981093
6059,California,Orange County,814009,676498,1521725,0.534925167,0.444559957,-0.090365211
6061,California,Placer County,106869,122488,235017,0.454728807,0.521187829,0.066459022
6063,California,Plumas County,4561,6445,11256,0.405206112,0.572583511,0.167377399
6065,California,Riverside County,527945,448702,996156,0.529982252,0.450433466,-0.079548786
6067,California,Sacramento County,440808,259405,718290,0.613690849,0.361142436,-0.252548414
6069,California,San Benito County,17628,10590,28821,0.611637348,0.367440408,-0.24419694
6071,California,San Bernardino County,455859,366257,840931,0.542088471,0.435537517,-0.106550954
6073,California,San Diego County,964650,600094,1601722,0.60225807,0.374655527,-0.227602543
6075,California,San Francisco County,378156,56417,443458,0.852743665,0.127220616,-0.725523048
6077,California,San Joaquin County,161137,121098,288443,0.558644169,0.419833381,-0.138810788
6079,California,San Luis Obispo County,88310,67436,159681,0.553040124,0.422316995,-0.130723129
6081,California,San Mateo County,291410,75563,374138,0.778883727,0.201965585,-0.576918143
6083,California,Santa Barbara County,129963,65736,200288,0.648880612,0.328207381,-0.320673231
6085,California,Santa Clara County,617967,214612,850522,0.726573798,0.252329746,-0.474244052
6087,California,Santa Cruz County,114246,26937,144796,0.789013509,0.186034145,-0.602979364
6089,California,Shasta County,30000,60789,92900,0.322927879,0.654348762,0.331420883
6091,California,Sierra County,730,1142,1930,0.378238342,0.591709845,0.213471503
6093,California,Siskiyou County,9593,13290,23450,0.409083156,0.56673774,0.157654584
6095,California,Solano County,131639,69306,205831,0.63954895,0.336713129,-0.302835822
6097,California,Sonoma County,199938,61825,268252,0.745336475,0.230473585,-0.51486289
6099,California,Stanislaus County,105841,104145,214876,0.492567807,0.484674882,-0.007892924
6101,California,Sutter County,17367,24375,42640,0.407293621,0.571646341,0.16435272
6103,California,Tehama County,8911,19141,28721,0.310260785,0.666446154,0.35618537
6105,California,Trinity County,2851,3188,6258,0.455576862,0.509427932,0.053851071
6107,California,Tulare County,66105,77579,146832,0.450208401,0.52835213,0.078143729
6109,California,Tuolumne County,11978,17689,30401,0.394000197,0.58185586,0.187855663
6111,California,Ventura County,251388,162207,422698,0.594722473,0.383742057,-0.210980416
6113,California,Yolo County,67598,27292,97264,0.694995065,0.280597138,-0.414397927
6115,California,Yuba County,11230,17676,29787,0.377010105,0.593413234,0.216403129
8001,Colorado,Adams County,134202,95657,236735,0.566887026,0.40406784,-0.162819186
8003,Colorado,Alamosa County,3759,3813,7808,0.481429303,0.488345287,0.006915984
8005,Colorado,Arapahoe County,213607,127323,350183,0.609986778,0.363589894,-0.246396884
8007,Colorado,Archuleta County,3738,5189,9144,0.408792651,0.567475941,0.15868329
8009,Colorado,Baca County,317,1867,2225,0.14247191,0.839101124,0.696629213
8011,Colorado,Bent County,732,1503,2274,0.321899736,0.660949868,0.339050132
8013,Colorado,Boulder County,159089,42501,206111,0.771860793,0.206204424,-0.56565637
8014,Colorado,Broomfield County,29077,16295,46632,0.623541774,0.349438154,-0.27410362
8015,Colorado,Chaffee County,7160,6222,13717,0.521980025,0.453597725,-0.068382299
8017,Colorado,Cheyenne County,131,993,1136,0.115316901,0.874119718,0.758802817
8019,Colorado,Clear Creek County,3604,2754,6548,0.550397068,0.420586439,-0.129810629
8021,Colorado,Conejos County,1959,2286,4333,0.452111701,0.527579045,0.075467344
8023,Colorado,Costilla County,1311,741,2094,0.626074499,0.353868195,-0.272206304
8025,Colorado,Crowley County,437,1271,1750,0.249714286,0.726285714,0.476571429
8027,Colorado,Custer County,1112,2474,3634,0.305998899,0.680792515,0.374793616
8029,Colorado,Delta County,5887,13081,19370,0.303923593,0.675322664,0.371399071
8031,Colorado,Denver County,313293,71618,393827,0.795509196,0.181851422,-0.613657774
8033,Colorado,Dolores County,341,1089,1449,0.235334714,0.751552795,0.516218081
8035,Colorado,Douglas County,104653,121270,231599,0.451871554,0.523620568,0.071749014
8037,Colorado,Eagle County,18588,9892,29140,0.637886067,0.339464653,-0.298421414
8039,Colorado,Elbert County,4490,14027,18983,0.236527419,0.738924301,0.502396881
8041,Colorado,El Paso County,161941,202828,378849,0.427455266,0.535379531,0.107924265
8043,Colorado,Fremont County,7369,17517,25557,0.288335877,0.685409086,0.397073209
8045,Colorado,Garfield County,15427,14717,30904,0.499191043,0.476216671,-0.022974372
8047,Colorado,Gilpin County,2223,1833,4186,0.531055901,0.437888199,-0.093167702
8049,Colorado,Grand County,4710,4883,9870,0.477203647,0.49473151,0.017527862
8051,Colorado,Gunnison County,7132,3735,11190,0.637354781,0.333780161,-0.30357462
8053,Colorado,Hinsdale County,255,353,632,0.403481013,0.558544304,0.155063291
8055,Colorado,Huerfano County,2076,2203,4406,0.47117567,0.5,0.02882433
8057,Colorado,Jackson County,175,681,876,0.199771689,0.77739726,0.577625571
8059,Colorado,Jefferson County,218396,148417,377357,0.578751686,0.393306604,-0.185445083
8061,Colorado,Kiowa County,98,795,903,0.108527132,0.880398671,0.771871539
8063,Colorado,Kit Carson County,662,3144,3871,0.171015242,0.812193232,0.64117799
8065,Colorado,Lake County,2303,1497,3961,0.581418834,0.377934865,-0.203483969
8067,Colorado,La Plata County,20548,14233,35667,0.576106765,0.399052345,-0.17705442
8069,Colorado,Larimer County,126120,91489,224338,0.562187414,0.407817668,-0.154369746
8071,Colorado,Las Animas County,3497,4284,7961,0.439266424,0.538123351,0.098856928
8073,Colorado,Lincoln County,470,2135,2651,0.177291588,0.805356469,0.628064881
8075,Colorado,Logan County,2218,8087,10532,0.210596278,0.767850361,0.557254083
8077,Colorado,Mesa County,31536,56894,90622,0.347994968,0.627816645,0.279821677
8079,Colorado,Mineral County,317,427,756,0.419312169,0.564814815,0.145502646
8081,Colorado,Moffat County,1203,5670,7026,0.171221178,0.807002562,0.635781383
